"Parasite","Host","DetectionMethod","DetectionQuality","ReferenceText","HostOrder","HostFamily","HostGenus","HostSpecies","ParasiteOrder","ParasiteFamily","ParasiteSubfamily","ParasiteGenus","SSorDS","DNAorRNA","Envelope","Segmented","CytoReplic","GenomeAveLength","ReverseZoonosis","IsZoonotic_HP3","IsZoonotic_Strict_HP3","PublicationYear","ParasiteType","Database","Host_AsReported","Parasite_AsReported","Parasite_og","PathogenName_Harmonised","PathogenName_Harm2","PathogenType"
"punta toro","homo sapiens","Isolation",2,"Perrone et al. 2007","PRIMATES","HOMINIDAE","Homo","sapiens","Unassigned","Bunyaviridae",NA,"Phlebovirus","SS","RNA","enveloped",TRUE,TRUE,13050,0,1,0,2007,"virus","HP3","","","punta toro virus","punta toro","punta toro virus","virus"
"puumala","homo sapiens","Isolation",2,"Juto et al. 1997","PRIMATES","HOMINIDAE","Homo","sapiens","Unassigned","Bunyaviridae",NA,"Hantavirus","SS","RNA","enveloped",TRUE,TRUE,12062,0,1,1,1997,"virus","HP3","","","puumala virus","puumala","puumala virus","virus"
"quaranfil","homo sapiens","Isolation",2,"Taylor et al. 1966","PRIMATES","HOMINIDAE","Homo","sapiens","Unassigned","Orthomyxoviridae",NA,"Unassigned","SS","RNA","enveloped",TRUE,NA,NA,0,0,0,1966,"virus","HP3","","","quaranfil virus","quaranfil","quaranfil virus","virus"
"rabies","homo sapiens","PCR",2,"Carnieli et al. 2009","PRIMATES","HOMINIDAE","Homo","sapiens","Mononegavirales","Rhabdoviridae",NA,"Lyssavirus","SS","RNA","enveloped",FALSE,TRUE,11932,0,1,1,2009,"virus","HP3","","","rabies virus","rabies","rabies virus","virus"
"reston ebolavirus","homo sapiens","Antibodies",0,"Miranda & Miranda 2011","PRIMATES","HOMINIDAE","Homo","sapiens","Mononegavirales","Filoviridae",NA,"Ebolavirus","SS","RNA","enveloped",FALSE,TRUE,18865.5,0,1,0,2011,"virus","HP3","","","reston ebolavirus","reston ebolavirus","reston ebolavirus","virus"
"rift valley fever","homo sapiens","PCR",2,"Andriamandimby et al. 2010","PRIMATES","HOMINIDAE","Homo","sapiens","Unassigned","Bunyaviridae",NA,"Phlebovirus","SS","RNA","enveloped",TRUE,TRUE,11979,0,1,1,2010,"virus","HP3","","","rift valley fever virus","rift valley","rift valley fever virus","virus"
"rio bravo","homo sapiens","Antibodies",0,"Price 1978","PRIMATES","HOMINIDAE","Homo","sapiens","Unassigned","Flaviviridae",NA,"Flavivirus","SS","RNA","enveloped",FALSE,TRUE,10140,0,1,0,1978,"virus","HP3","","","rio bravo virus","rio bravo","rio bravo virus","virus"
"rio mamore","homo sapiens","Isolation",2,"de Oliveira et al. 2014","PRIMATES","HOMINIDAE","Homo","sapiens","Unassigned","Bunyaviridae",NA,"Hantavirus","SS","RNA","enveloped",TRUE,TRUE,12183,0,1,1,2014,"virus","HP3","","","rio mamore virus","rio mamore","rio mamore virus","virus"
"rio negro","homo sapiens","neutralization test",1,"Pisano et al. 2010","PRIMATES","HOMINIDAE","Homo","sapiens","Unassigned","Togaviridae",NA,"Alphavirus","SS","RNA","enveloped",FALSE,TRUE,11494,0,0,0,2010,"virus","HP3","","","rio negro virus","rio negro","rio negro virus","virus"
"ross river","homo sapiens","PCR",2,"Sellner et al. 1995","PRIMATES","HOMINIDAE","Homo","sapiens","Unassigned","Togaviridae",NA,"Alphavirus","SS","RNA","enveloped",FALSE,TRUE,11657,0,1,1,1995,"virus","HP3","","","ross river virus","ross river","ross river virus","virus"
"rotavirus a","homo sapiens","PCR",2,"Rigotto et al. 2010","PRIMATES","HOMINIDAE","Homo","sapiens","Unassigned","Reoviridae","Sedoreovirinae","Rotavirus","DS","RNA","non-enveloped",TRUE,TRUE,18562,0,1,1,2010,"virus","HP3","","","rotavirus a","rotavirus a","rotavirus a","virus"
"rotavirus b","homo sapiens","PCR",2,"Barman et al. 2006","PRIMATES","HOMINIDAE","Homo","sapiens","Unassigned","Reoviridae","Sedoreovirinae","Rotavirus","DS","RNA","non-enveloped",TRUE,TRUE,18750,0,1,1,2006,"virus","HP3","","","rotavirus b","rotavirus b","rotavirus b","virus"
"rotavirus c","homo sapiens","PCR",2,"Wu et al. 1998","PRIMATES","HOMINIDAE","Homo","sapiens","Unassigned","Reoviridae","Sedoreovirinae","Rotavirus","DS","RNA","non-enveloped",TRUE,TRUE,17910,0,1,1,1998,"virus","HP3","","","rotavirus c","rotavirus c","rotavirus c","virus"
"rubella","homo sapiens","PCR",2,"Adam et al. 2010","PRIMATES","HOMINIDAE","Homo","sapiens","Unassigned","Togaviridae",NA,"Rubivirus","SS","RNA","enveloped",FALSE,TRUE,9762,0,0,0,2010,"virus","HP3","","","rubella virus","rubella","rubella virus","virus"
"sabia","homo sapiens","Isolation",2,"Coimbra et al. 1994","PRIMATES","HOMINIDAE","Homo","sapiens","Unassigned","Arenaviridae",NA,"Arenavirus","SS","RNA","enveloped",TRUE,TRUE,10499,0,0,0,1994,"virus","HP3","","","sabia virus","sabia","sabia virus","virus"
"sandfly fever naples","homo sapiens","Isolation",2,"Nicoletti et al. 1996","PRIMATES","HOMINIDAE","Homo","sapiens","Unassigned","Bunyaviridae",NA,"Phlebovirus","SS","RNA","enveloped",TRUE,TRUE,12488,0,1,1,1996,"virus","HP3","","","sandfly fever naples virus","sandfly fever naples","sandfly fever naples virus","virus"
"sandfly fever sicilian","homo sapiens","Isolation",2,"Nicoletti et al. 1996","PRIMATES","HOMINIDAE","Homo","sapiens","Unassigned","Bunyaviridae",NA,"Phlebovirus","SS","RNA","enveloped",TRUE,TRUE,11300,0,1,0,1996,"virus","HP3","","","sandfly fever sicilian virus","sandfly fever sicilian","sandfly fever sicilian virus","virus"
"sapporo","homo sapiens","PCR",2,"Chiba et al. 2001","PRIMATES","HOMINIDAE","Homo","sapiens","Unassigned","Caliciviridae",NA,"Sapovirus","SS","RNA","non-enveloped",FALSE,TRUE,7420,0,0,0,2001,"virus","HP3","","","sapporo virus","sapporo","sapporo virus","virus"
"sealpox","homo sapiens","Isolation",2,"Dierauf et al. 2001","PRIMATES","HOMINIDAE","Homo","sapiens","Unassigned","Poxviridae","Chordopoxvirinae","Parapoxvirus","DS","DNA","enveloped",FALSE,TRUE,140000,0,1,1,2001,"virus","HP3","","","sealpox virus","sealpox","seal parapoxvirus","virus"
"semliki forest","homo sapiens","Antibodies",0,"http://www.uniprot.org/uniprot/P03305","PRIMATES","HOMINIDAE","Homo","sapiens","Unassigned","Togaviridae",NA,"Alphavirus","SS","RNA","enveloped",FALSE,TRUE,11442,0,1,0,NA,"virus","HP3","","","semliki forest virus","semliki forest","semliki forest virus","virus"
"seoul","homo sapiens","Antibodies",0,"Weissenbacher et al. 1996","PRIMATES","HOMINIDAE","Homo","sapiens","Unassigned","Bunyaviridae",NA,"Hantavirus","SS","RNA","enveloped",TRUE,TRUE,11950,0,1,0,1996,"virus","HP3","","","seoul virus","seoul","seoul virus","virus"
"severe acute respiratory syndrome-related coronavirus","homo sapiens","Antibodies",0,"Tu et al. 2004","PRIMATES","HOMINIDAE","Homo","sapiens","Nidovirales","Coronaviridae","Coronavirinae","Betacoronavirus","SS","RNA","enveloped",FALSE,TRUE,29751,0,1,0,2004,"virus","HP3","","","severe acute respiratory syndrome-related coronavirus","severe acute respiratory syndrome coronavirus","severe acute respiratory syndrome coronavirus","virus"
"shamonda","homo sapiens","Isolation",2,"Yanase et al. 2005","PRIMATES","HOMINIDAE","Homo","sapiens","Unassigned","Bunyaviridae",NA,"Orthobunyavirus","SS","RNA","enveloped",TRUE,TRUE,12104,0,1,1,2005,"virus","HP3","","","shamonda virus","shamonda","shamonda virus","virus"
"shuni","homo sapiens","Isolation",2,"Moore et al. 1975","PRIMATES","HOMINIDAE","Homo","sapiens","Unassigned","Bunyaviridae",NA,"Orthobunyavirus","SS","RNA","enveloped",TRUE,TRUE,12135,0,1,1,1975,"virus","HP3","","","shuni virus","shuni","shuni virus","virus"
"simian foamy","homo sapiens","PCR",2,"Wolfe et al. 2004","PRIMATES","HOMINIDAE","Homo","sapiens","Unassigned","Retroviridae","Spumaretrovirinae","Spumavirus","SS","RNA","enveloped",FALSE,FALSE,13246,0,1,1,2004,"virus","HP3","","","simian foamy virus","simian foamy","simian foamy virus","virus"
"simian parvovirus","homo sapiens","Antibodies",0,"Brown et al. 2004","PRIMATES","HOMINIDAE","Homo","sapiens","Unassigned","Parvoviridae","Parvovirinae","Erythrovirus","SS","DNA","non-enveloped",FALSE,FALSE,NA,0,1,0,2004,"virus","HP3","","","simian parvovirus","simian parvovirus","simian parvovirus","virus"
"simian virus 10","homo sapiens","Antibodies",0,"Mahy 2009","PRIMATES","HOMINIDAE","Homo","sapiens","Mononegavirales","Paramyxoviridae","Paramyxovirinae","Respirovirus","SS","RNA","enveloped",FALSE,TRUE,15000,0,1,0,2009,"virus","HP3","","","simian virus 10","simian virus 10","simian virus 10","virus"
"simian virus 40","homo sapiens","PCR",2,"Campello et al. 2010","PRIMATES","HOMINIDAE","Homo","sapiens","Unassigned","Polyomaviridae",NA,"Polyomavirus","DS","DNA","non-enveloped",FALSE,FALSE,5243,0,1,1,2010,"virus","HP3","","","simian virus 40","simian virus 40","simian virus 40","virus"
"sin nombre","homo sapiens","PCR",2,"Schwarz et al. 2004","PRIMATES","HOMINIDAE","Homo","sapiens","Unassigned","Bunyaviridae",NA,"Hantavirus","SS","RNA","enveloped",TRUE,TRUE,12317,0,1,1,2004,"virus","HP3","","","sin nombre virus","sin nombre","sin nombre virus","virus"
"sindbis","homo sapiens","PCR",2,"Attoui et al. 2007","PRIMATES","HOMINIDAE","Homo","sapiens","Unassigned","Togaviridae",NA,"Alphavirus","SS","RNA","enveloped",FALSE,TRUE,11703,0,1,0,2007,"virus","HP3","","","sindbis virus","sindbis","sindbis virus","virus"
"st. louis encephalitis","homo sapiens","Isolation",2,"Monath et al. 1985","PRIMATES","HOMINIDAE","Homo","sapiens","Unassigned","Flaviviridae",NA,"Flavivirus","SS","RNA","enveloped",FALSE,TRUE,10940,0,1,1,1985,"virus","HP3","","","st. louis encephalitis virus","st. louis encephalitis","st. louis encephalitis virus","virus"
"sudan ebolavirus","homo sapiens","Isolation",2,"Bowen et al. 1977","PRIMATES","HOMINIDAE","Homo","sapiens","Mononegavirales","Filoviridae",NA,"Ebolavirus","SS","RNA","enveloped",FALSE,TRUE,18875,0,0,0,1977,"virus","HP3","","","sudan ebolavirus","sudan ebolavirus","sudan ebolavirus","virus"
"suid herpesvirus 1","homo sapiens","Antibodies",0,"Mravak et al. 1987","PRIMATES","HOMINIDAE","Homo","sapiens","Herpesvirales","Herpesviridae","Alphaherpesvirinae","Varicellovirus","DS","DNA","enveloped",FALSE,FALSE,141126.5,0,1,0,1987,"virus","HP3","","","suid herpesvirus 1","suid herpesvirus 1","suid herpesvirus 1","virus"
"tacaiuma","homo sapiens","Isolation",2,"Van Tongeren et al. 1967","PRIMATES","HOMINIDAE","Homo","sapiens","Unassigned","Bunyaviridae",NA,"Orthobunyavirus","SS","RNA","enveloped",TRUE,TRUE,12400,0,1,0,1967,"virus","HP3","","","tacaiuma virus","tacaiuma","tacaiuma virus","virus"
"tacaribe","homo sapiens","Antibodies",0,"Price 1978","PRIMATES","HOMINIDAE","Homo","sapiens","Unassigned","Arenaviridae",NA,"Arenavirus","SS","RNA","enveloped",TRUE,TRUE,10534,0,1,0,1978,"virus","HP3","","","tacaribe virus","tacaribe","tacaribe virus","virus"
"tamdy","homo sapiens","Isolation",2,"Lvov et al. 1984","PRIMATES","HOMINIDAE","Homo","sapiens","Unassigned","Bunyaviridae",NA,"Unassigned","SS","RNA","enveloped",TRUE,TRUE,NA,0,0,0,1984,"virus","HP3","","","tamdy virus","tamdy","tamdy virus","virus"
"tanapox","homo sapiens","Isolation",2,"Downie et al. 1971","PRIMATES","HOMINIDAE","Homo","sapiens","Unassigned","Poxviridae","Chordopoxvirinae","Yatapoxvirus","DS","DNA","enveloped",FALSE,TRUE,144559,0,1,0,1971,"virus","HP3","","","tanapox virus","tanapox","tanapox virus","virus"
"tataguine","homo sapiens","Isolation",2,"Fagbami et al. 1981","PRIMATES","HOMINIDAE","Homo","sapiens","Unassigned","Bunyaviridae",NA,"Unassigned","SS","RNA","enveloped",TRUE,TRUE,16790,0,0,0,1981,"virus","HP3","","","tataguine virus","tataguine","tataguine virus","virus"
"tembusu","homo sapiens","Antibodies",0,"Wallace et al. 1977","PRIMATES","HOMINIDAE","Homo","sapiens","Unassigned","Flaviviridae",NA,"Flavivirus","SS","RNA","enveloped",FALSE,TRUE,10916,0,1,0,1977,"virus","HP3","","","tembusu virus","tembusu","tembusu virus","virus"
"thailand","homo sapiens","Antibodies",0,"Gamage et al. 2011","PRIMATES","HOMINIDAE","Homo","sapiens","Unassigned","Bunyaviridae",NA,"Hantavirus","SS","RNA","enveloped",TRUE,TRUE,15450,0,1,0,2011,"virus","HP3","","","thailand virus","thailand","thailand virus","virus"
"thiafora","homo sapiens","Antibodies",0,"Woessner et al. 2000","PRIMATES","HOMINIDAE","Homo","sapiens","Unassigned","Bunyaviridae",NA,"Nairovirus","SS","RNA","enveloped",TRUE,TRUE,15450,0,1,0,2000,"virus","HP3","","","thiafora virus","thiafora","thiafora nairovirus","virus"
"thogoto","homo sapiens","Isolation",2,"Jones et al. 1987","PRIMATES","HOMINIDAE","Homo","sapiens","Unassigned","Orthomyxoviridae",NA,"Thogotovirus","SS","RNA","enveloped",TRUE,TRUE,10461,0,1,1,1987,"virus","HP3","","","thogoto virus","thogoto","thogoto virus","virus"
"tick-borne encephalitis","homo sapiens","Antibodies",0,"Grzeszczuk et al. 2006","PRIMATES","HOMINIDAE","Homo","sapiens","Unassigned","Flaviviridae",NA,"Flavivirus","SS","RNA","enveloped",FALSE,TRUE,11141,0,1,0,2006,"virus","HP3","","","tick-borne encephalitis virus","tick-borne encephalitis","tick-borne encephalitis virus","virus"
"tioman","homo sapiens","ELISA",0,"Yaiw KC et al. 2007","PRIMATES","HOMINIDAE","Homo","sapiens","Mononegavirales","Paramyxoviridae","Paramyxovirinae","Rubulavirus","SS","RNA","enveloped",FALSE,TRUE,15522,0,1,0,2007,"virus","HP3","","","tioman virus","tioman","tioman virus","virus"
"tonate","homo sapiens","PCR",2,"Hommel et al. 2000","PRIMATES","HOMINIDAE","Homo","sapiens","Unassigned","Togaviridae",NA,"Alphavirus","SS","RNA","enveloped",FALSE,TRUE,11500,0,0,0,2000,"virus","HP3","","","tonate virus","tonate","tonate virus","virus"
"torque teno","homo sapiens","PCR",2,"Okamoto et al. 2000","PRIMATES","HOMINIDAE","Homo","sapiens","Unassigned","Anelloviridae",NA,"Anellovirus","SS","DNA","non-enveloped",FALSE,NA,3524,0,1,1,2000,"virus","HP3","","","torque teno virus","torque teno","torque teno virus","virus"
"trubanaman","homo sapiens","Antibodies",0,"Johansen et al. 2005","PRIMATES","HOMINIDAE","Homo","sapiens","Unassigned","Bunyaviridae",NA,"Unassigned","SS","RNA","enveloped",TRUE,TRUE,11803,0,1,0,2005,"virus","HP3","","","trubanaman virus","trubanaman","trubanaman virus","virus"
"tula","homo sapiens","PCR",2,"Reynes et al. 2015","PRIMATES","HOMINIDAE","Homo","sapiens","Unassigned","Bunyaviridae",NA,"Hantavirus","SS","RNA","enveloped",TRUE,TRUE,12066,0,1,1,2015,"virus","HP3","","","tula virus","tula","tula virus","virus"
"una","homo sapiens","Antibodies",0,"Diaz et al. 2003","PRIMATES","HOMINIDAE","Homo","sapiens","Unassigned","Togaviridae",NA,"Alphavirus","SS","RNA","enveloped",FALSE,TRUE,11700,0,1,0,2003,"virus","HP3","","","una virus","una","una virus","virus"
"usutu","homo sapiens","PCR",2,"Pecorari et al. 2009","PRIMATES","HOMINIDAE","Homo","sapiens","Unassigned","Flaviviridae",NA,"Flavivirus","SS","RNA","enveloped",FALSE,TRUE,11066,0,1,0,2009,"virus","HP3","","","usutu virus","usutu","usutu virus","virus"
"uukuniemi","homo sapiens","Antibodies",0,"Traavik et al. 1977","PRIMATES","HOMINIDAE","Homo","sapiens","Unassigned","Bunyaviridae",NA,"Phlebovirus","SS","RNA","enveloped",TRUE,TRUE,11372,0,1,0,1977,"virus","HP3","","","uukuniemi virus","uukuniemi","uukuniemi virus","virus"
"vaccinia","homo sapiens","PCR",2,"Silve- Fernandes et al. 2009","PRIMATES","HOMINIDAE","Homo","sapiens","Unassigned","Poxviridae","Chordopoxvirinae","Orthopoxvirus","DS","DNA","enveloped",FALSE,TRUE,194711,0,1,0,2009,"virus","HP3","","","vaccinia virus","vaccinia","vaccinia virus","virus"
"variola","homo sapiens","Isolation",2,"Dumbell et al. 1999","PRIMATES","HOMINIDAE","Homo","sapiens","Unassigned","Poxviridae","Chordopoxvirinae","Orthopoxvirus","DS","DNA","enveloped",FALSE,TRUE,185578,0,0,0,1999,"virus","HP3","","","variola virus","variola","variola virus","virus"
"venezuelan equine encephalitis","homo sapiens","Isolation",2,"Mangiafico et al. 2002","PRIMATES","HOMINIDAE","Homo","sapiens","Unassigned","Togaviridae",NA,"Alphavirus","SS","RNA","enveloped",FALSE,TRUE,11444,0,1,1,2002,"virus","HP3","","","venezuelan equine encephalitis virus","venezuelan equine encephalitis","venezuelan equine encephalitis virus","virus"
"vesicular stomatitis alagoas","homo sapiens","Antibodies",0,"Tesh et al. 1987","PRIMATES","HOMINIDAE","Homo","sapiens","Mononegavirales","Rhabdoviridae",NA,"Vesiculovirus","SS","RNA","enveloped",FALSE,TRUE,11070,0,1,0,1987,"virus","HP3","","","vesicular stomatitis alagoas virus","vesicular stomatitis alagoas","vesicular stomatitis alagoas virus","virus"
"vesicular stomatitis indiana","homo sapiens","Antibodies",0,"Fields & Hawkins 1967","PRIMATES","HOMINIDAE","Homo","sapiens","Mononegavirales","Rhabdoviridae",NA,"Vesiculovirus","SS","RNA","enveloped",FALSE,TRUE,11161,0,1,0,1967,"virus","HP3","","","vesicular stomatitis indiana virus","vesicular stomatitis indiana","vesicular stomatitis indiana virus","virus"
"vesicular stomatitis new jersey","homo sapiens","PCR",1,"Rodriguez et al. 2000","PRIMATES","HOMINIDAE","Homo","sapiens","Mononegavirales","Rhabdoviridae",NA,"Vesiculovirus","SS","RNA","enveloped",FALSE,TRUE,11123,0,1,0,2000,"virus","HP3","","","vesicular stomatitis new jersey virus","vesicular stomatitis new jersey","vesicular stomatitis new jersey virus","virus"
"wanowrie","homo sapiens","Isolation",2,"Pavri et al. 1976","PRIMATES","HOMINIDAE","Homo","sapiens","Unassigned","Bunyaviridae",NA,"Unassigned","SS","RNA","enveloped",TRUE,TRUE,NA,0,0,0,1976,"virus","HP3","","","wanowrie virus","wanowrie","wanowrie virus","virus"
"wesselsbron","homo sapiens","Isolation",2,"Smithburn et al. 1957","PRIMATES","HOMINIDAE","Homo","sapiens","Unassigned","Flaviviridae",NA,"Flavivirus","SS","RNA","enveloped",FALSE,TRUE,10814,0,1,1,1957,"virus","HP3","","","wesselsbron virus","wesselsbron","wesselsbron virus","virus"
"west nile","homo sapiens","PCR",2,"Angelini et al. 2010","PRIMATES","HOMINIDAE","Homo","sapiens","Unassigned","Flaviviridae",NA,"Flavivirus","SS","RNA","enveloped",FALSE,TRUE,11029,0,1,1,2010,"virus","HP3","","","west nile virus","west nile","west nile virus","virus"
"western equine encephalitis","homo sapiens","Isolation",2,"Calisher et al. 1994","PRIMATES","HOMINIDAE","Homo","sapiens","Unassigned","Togaviridae",NA,"Alphavirus","SS","RNA","enveloped",FALSE,TRUE,11000,0,1,1,1994,"virus","HP3","","","western equine encephalitis virus","western equine encephalitis","western equine encephalitis virus","virus"
"whitewater arroyo","homo sapiens","PCR",2,"CDC Report","PRIMATES","HOMINIDAE","Homo","sapiens","Unassigned","Arenaviridae",NA,"Arenavirus","SS","RNA","enveloped",TRUE,TRUE,10448,0,1,1,NA,"virus","HP3","","","whitewater arroyo virus","whitewater arroyo","whitewater arroyo virus","virus"
"woolly monkey sarcoma","homo sapiens","Antibodies",0,"Aoki et al. 1976","PRIMATES","HOMINIDAE","Homo","sapiens","Unassigned","Retroviridae","Orthoretrovirinae","Gammaretrovirus","SS","RNA","enveloped",FALSE,FALSE,5159,0,1,0,1976,"virus","HP3","","","woolly monkey sarcoma virus","woolly monkey sarcoma","woolly monkey sarcoma virus","virus"
"wyeomyia","homo sapiens","Isolation",2,"Sirhongse & Johnson 1965","PRIMATES","HOMINIDAE","Homo","sapiens","Unassigned","Bunyaviridae",NA,"Orthobunyavirus","SS","RNA","enveloped",TRUE,TRUE,13097.5,0,1,1,1965,"virus","HP3","","","wyeomyia virus","wyeomyia","wyeomyia virus","virus"
"yaba monkey tumor","homo sapiens","Antibodies",0,"Grace & Mirand 1965","PRIMATES","HOMINIDAE","Homo","sapiens","Unassigned","Poxviridae","Chordopoxvirinae","Yatapoxvirus","DS","DNA","enveloped",FALSE,TRUE,134721,0,1,0,1965,"virus","HP3","","","yaba monkey tumor virus","yaba monkey tumor","yaba monkey tumor virus","virus"
"yellow fever","homo sapiens","Isolation",2,"Pisano et al. 1997","PRIMATES","HOMINIDAE","Homo","sapiens","Unassigned","Flaviviridae",NA,"Flavivirus","SS","RNA","enveloped",FALSE,TRUE,10862,0,1,1,1997,"virus","HP3","","","yellow fever virus","yellow fever","yellow fever virus","virus"
"zaire ebolavirus","homo sapiens","Isolation",2,"Georges et al. 1999","PRIMATES","HOMINIDAE","Homo","sapiens","Mononegavirales","Filoviridae",NA,"Ebolavirus","SS","RNA","enveloped",FALSE,TRUE,18959,0,1,1,1999,"virus","HP3","","","zaire ebolavirus","zaire ebolavirus","zaire ebolavirus","virus"
"zika","homo sapiens","PCR",2,"Duffy et al. 2010","PRIMATES","HOMINIDAE","Homo","sapiens","Unassigned","Flaviviridae",NA,"Flavivirus","SS","RNA","enveloped",FALSE,TRUE,10794,0,1,0,2010,"virus","HP3","","","zika virus","zika","zika virus","virus"
"venezuelan equine encephalitis","hoplomys gymnurus","Antibodies",0,"Grayson & Galido 1968","RODENTIA","ECHIMYIDAE","Hoplomys","gymnurus","Unassigned","Togaviridae",NA,"Alphavirus","SS","RNA","enveloped",FALSE,TRUE,11444,0,1,1,1968,"virus","HP3","","","venezuelan equine encephalitis virus","venezuelan equine encephalitis","venezuelan equine encephalitis virus","virus"
